action_type,creature_id,samples,multiplier,q10,q50,q90
MELEE_ATTACK,1,3,1.105940419,0.561763533,0.671550256,0.808734366
MELEE_ATTACK,2,14,0.962530291,0.544377248,0.709285547,0.975727902
MELEE_ATTACK,3,11,0.900279788,0.356056338,0.540540230,0.703257862
MELEE_ATTACK,4,25,1.069652024,0.568380421,0.980963303,1.000094117
MELEE_ATTACK,5,2,1.158345043,0.700957306,0.870803694,1.081804936
MELEE_ATTACK,8,20,1.055082300,0.715541217,0.933991583,1.057539522
MELEE_ATTACK,10,13,1.108126641,0.557761460,0.990631164,1.290716042
MELEE_ATTACK,11,6,1.008092892,0.499327906,0.576859460,0.756244904
MELEE_ATTACK,14,10,1.162529353,0.848252464,1.105992945,1.509755217
MELEE_ATTACK,16,1,1.140525489,0.472727273,0.472727273,0.472727273
MELEE_ATTACK,17,36,0.970840660,0.571740230,0.866279611,1.138497009
MELEE_ATTACK,18,13,1.275654163,0.397707329,1.416193340,1.753791455
MELEE_ATTACK,20,14,1.104697056,0.685230502,0.991104852,1.327013359
MELEE_ATTACK,21,39,0.977919847,0.659516892,0.883564815,1.289115688
MELEE_ATTACK,23,3,1.146677453,0.681588707,0.886172651,1.037018584
MELEE_ATTACK,24,1,1.172328667,0.842253521,0.842253521,0.842253521
MELEE_ATTACK,27,14,1.070100458,0.771126199,0.917402739,1.195682204
MELEE_ATTACK,28,104,0.966545926,0.493827160,0.928370018,1.453708649
MELEE_ATTACK,29,4,1.144857037,0.832540157,0.936179194,0.959575627
MELEE_ATTACK,30,10,1.232247677,1.115677724,1.317148070,2.609697783
MELEE_ATTACK,31,289,1.999011428,0.899855865,2.071846282,3.683965918
MELEE_ATTACK,33,28,1.333799355,0.742547339,1.445410042,3.771955939
MELEE_ATTACK,34,15,0.942322183,0.370221127,0.688904494,1.110838116
MELEE_ATTACK,36,34,1.004848357,0.594000000,0.908856093,1.495893488
MELEE_ATTACK,37,5,0.976593089,0.378704911,0.440199336,0.450884529
MELEE_ATTACK,38,12,1.407247485,1.047139721,1.856115918,2.288790793
MELEE_ATTACK,40,90,1.232150785,0.699526711,1.241284825,2.035393190
MELEE_ATTACK,41,108,1.741046403,0.763273765,1.867618818,3.681459600
MELEE_ATTACK,42,12,0.900029643,0.306377280,0.563596968,1.454170924
MELEE_ATTACK,43,119,1.649756310,0.673793540,1.742405464,3.275904853
MELEE_ATTACK,44,44,1.158589221,0.671050388,1.143769392,1.661919076
MELEE_ATTACK,45,5,1.174473243,0.618979915,1.107380282,1.138389726
MELEE_ATTACK,46,1,1.168908456,0.792129630,0.792129630,0.792129630
MELEE_ATTACK,47,5,1.177327939,0.847271596,1.120903955,1.200687205
MELEE_ATTACK,49,15,1.071100007,0.829499047,0.928888889,2.094588235
MELEE_ATTACK,51,1,1.165939893,0.750939850,0.750939850,0.750939850
MELEE_ATTACK,53,420,1.545276649,0.956308844,1.564503549,3.023954721
MELEE_ATTACK,55,3,1.173727949,0.823205056,1.059625344,1.204191474
MELEE_ATTACK,56,2,1.292441170,2.759661179,2.905504113,3.059054574
MELEE_ATTACK,68,406,0.947678313,0.580367889,0.937035569,1.421424016
MELEE_ATTACK,69,5,1.143520423,0.919213458,0.968948683,1.037356259
MELEE_ATTACK,70,61,1.114824212,0.502354788,1.090662922,2.165175031
MELEE_ATTACK,71,62,1.306731598,0.740248260,1.346094794,1.742924689
MELEE_ATTACK,72,2,1.198988082,0.923238508,1.272525231,1.753956805
MELEE_ATTACK,73,44,1.792213754,1.400567799,2.157332675,4.164304261
MELEE_ATTACK,74,1,1.148777828,0.550000000,0.550000000,0.550000000
MELEE_ATTACK,75,18,1.161215132,0.885693772,1.128075621,1.432155572
MELEE_ATTACK,76,2,1.171024862,0.971719179,0.981590052,0.991561195
MELEE_ATTACK,77,2,1.124681828,0.527563964,0.629548703,0.751248372
MELEE_ATTACK,80,5,1.222605677,0.570323886,1.353671204,2.090967964
MELEE_ATTACK,81,1,1.179405500,0.955722640,0.955722640,0.955722640
MELEE_ATTACK,83,2,1.138470532,0.564433531,0.719850995,0.918062847
MELEE_ATTACK,89,5,1.234091046,1.181390128,1.418460205,2.765368115
MELEE_ATTACK,90,32,1.091966159,0.435863010,1.033823372,1.675431543
MELEE_ATTACK,91,31,1.045639090,0.603085554,0.960960961,1.118012422
MELEE_ATTACK,92,49,1.377067966,0.875953372,1.460688759,2.885196022
MELEE_ATTACK,93,10,1.298795172,1.185636557,1.542277675,2.575985341
MELEE_ATTACK,94,2,1.143872139,0.750154792,0.758324660,0.766583505
MELEE_ATTACK,100,108,1.685663284,0.848711721,1.797416863,3.392381911
MELEE_ATTACK,101,93,1.458174037,0.830088361,1.522802897,2.613550358
MELEE_ATTACK,102,4,1.085969493,0.527908009,0.681957310,0.956177064
MELEE_ATTACK,103,36,1.181063658,0.767866968,1.175101289,2.270099230
MELEE_ATTACK,105,6,1.261242999,1.068490265,1.522984988,1.642195669
