side,creature_id,samples,MOVE,MELEE_ATTACK,RANGED_ATTACK,WAIT,DEFEND,HERO_ACTION,CAST_OR_ABILITY,ABILITY,ATTACK
PLAYER,6,38,0.011764706,0.011764706,0.011764706,0.082352941,0.035294118,0.811764706,0.011764706,0.011764706,0.011764706
PLAYER,14,15,0.282051282,0.538461538,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026
PLAYER,18,15,0.230769231,0.538461538,0.025641026,0.076923077,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026
PLAYER,28,644,0.033153431,0.159599075,0.777949113,0.006939090,0.014649190,0.000771010,0.000771010,0.005397070,0.000771010
PLAYER,30,27,0.301587302,0.301587302,0.015873016,0.111111111,0.047619048,0.015873016,0.015873016,0.174603175,0.015873016
PLAYER,31,525,0.237016053,0.457979226,0.000944287,0.231350331,0.063267233,0.000944287,0.006610009,0.000944287,0.000944287
PLAYER,33,41,0.010989011,0.538461538,0.010989011,0.230769231,0.010989011,0.010989011,0.010989011,0.164835165,0.010989011
PLAYER,37,8,0.040000000,0.040000000,0.440000000,0.040000000,0.280000000,0.040000000,0.040000000,0.040000000,0.040000000
PLAYER,38,22,0.094339623,0.433962264,0.018867925,0.283018868,0.094339623,0.018867925,0.018867925,0.018867925,0.018867925
PLAYER,40,145,0.183946488,0.612040134,0.003344482,0.036789298,0.137123746,0.003344482,0.003344482,0.016722408,0.003344482
PLAYER,41,246,0.241516966,0.425149701,0.001996008,0.277445110,0.029940120,0.001996008,0.001996008,0.017964072,0.001996008
PLAYER,42,69,0.006802721,0.047619048,0.904761905,0.006802721,0.006802721,0.006802721,0.006802721,0.006802721,0.006802721
PLAYER,43,228,0.002150538,0.522580645,0.002150538,0.359139785,0.027956989,0.002150538,0.002150538,0.079569892,0.002150538
PLAYER,44,34,0.090909091,0.506493506,0.012987013,0.012987013,0.246753247,0.012987013,0.012987013,0.090909091,0.012987013
PLAYER,48,86,0.005524862,0.005524862,0.005524862,0.016574586,0.005524862,0.944751381,0.005524862,0.005524862,0.005524862
PLAYER,53,471,0.076761304,0.869610936,0.001051525,0.045215563,0.003154574,0.001051525,0.001051525,0.001051525,0.001051525
PLAYER,54,38,0.011764706,0.011764706,0.011764706,0.058823529,0.011764706,0.858823529,0.011764706,0.011764706,0.011764706
PLAYER,56,3,0.066666667,0.333333333,0.200000000,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667
PLAYER,57,52,0.008849558,0.008849558,0.008849558,0.026548673,0.008849558,0.911504425,0.008849558,0.008849558,0.008849558
PLAYER,58,412,0.001200480,0.001200480,0.001200480,0.015606242,0.001200480,0.975990396,0.001200480,0.001200480,0.001200480
PLAYER,59,5,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.578947368,0.052631579,0.052631579,0.052631579
PLAYER,60,12,0.030303030,0.030303030,0.030303030,0.030303030,0.030303030,0.757575758,0.030303030,0.030303030,0.030303030
PLAYER,63,62,0.007518797,0.007518797,0.007518797,0.007518797,0.007518797,0.939849624,0.007518797,0.007518797,0.007518797
PLAYER,64,18,0.022222222,0.022222222,0.022222222,0.066666667,0.022222222,0.777777778,0.022222222,0.022222222,0.022222222
PLAYER,65,74,0.006369427,0.006369427,0.006369427,0.019108280,0.006369427,0.936305732,0.006369427,0.006369427,0.006369427
PLAYER,68,727,0.257689679,0.542036910,0.000683527,0.111414901,0.048530417,0.000683527,0.000683527,0.037593985,0.000683527
PLAYER,70,166,0.173020528,0.360703812,0.002932551,0.272727273,0.173020528,0.002932551,0.002932551,0.008797654,0.002932551
PLAYER,71,81,0.263157895,0.614035088,0.005847953,0.052631579,0.005847953,0.005847953,0.005847953,0.040935673,0.005847953
PLAYER,72,498,0.030845771,0.004975124,0.920398010,0.032835821,0.006965174,0.000995025,0.000995025,0.000995025,0.000995025
PLAYER,73,320,0.004622496,0.140215716,0.710323575,0.097072419,0.007704160,0.001540832,0.001540832,0.035439137,0.001540832
PLAYER,75,36,0.185185185,0.456790123,0.012345679,0.012345679,0.012345679,0.012345679,0.012345679,0.283950617,0.012345679
PLAYER,80,13,0.200000000,0.314285714,0.028571429,0.085714286,0.028571429,0.028571429,0.142857143,0.142857143,0.028571429
PLAYER,89,117,0.020576132,0.037037037,0.835390947,0.012345679,0.069958848,0.004115226,0.004115226,0.012345679,0.004115226
PLAYER,90,50,0.229357798,0.541284404,0.009174312,0.045871560,0.082568807,0.009174312,0.009174312,0.064220183,0.009174312
PLAYER,91,45,0.151515152,0.636363636,0.010101010,0.111111111,0.030303030,0.010101010,0.010101010,0.030303030,0.010101010
PLAYER,92,91,0.109947644,0.507853403,0.005235602,0.099476440,0.225130890,0.005235602,0.005235602,0.036649215,0.005235602
PLAYER,93,15,0.076923077,0.538461538,0.025641026,0.230769231,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026
PLAYER,100,220,0.144766147,0.492204900,0.002227171,0.224944321,0.122494432,0.002227171,0.002227171,0.006681514,0.002227171
PLAYER,101,182,0.083109920,0.490616622,0.002680965,0.211796247,0.201072386,0.002680965,0.002680965,0.002680965,0.002680965
PLAYER,103,54,0.230769231,0.504273504,0.008547009,0.179487179,0.025641026,0.008547009,0.008547009,0.025641026,0.008547009
PLAYER,104,12,0.030303030,0.030303030,0.272727273,0.030303030,0.151515152,0.030303030,0.393939394,0.030303030,0.030303030
PLAYER,105,10,0.103448276,0.448275862,0.034482759,0.034482759,0.103448276,0.034482759,0.172413793,0.034482759,0.034482759
PLAYER,106,12,0.272727273,0.151515152,0.030303030,0.272727273,0.151515152,0.030303030,0.030303030,0.030303030,0.030303030
PLAYER,107,14,0.135135135,0.081081081,0.351351351,0.081081081,0.027027027,0.027027027,0.027027027,0.243243243,0.027027027
PLAYER,108,17,0.023255814,0.395348837,0.023255814,0.023255814,0.255813953,0.023255814,0.023255814,0.209302326,0.023255814
PLAYER,117,59,0.055118110,0.622047244,0.007874016,0.070866142,0.039370079,0.007874016,0.007874016,0.181102362,0.007874016
PLAYER,118,471,0.141955836,0.772870662,0.001051525,0.030494217,0.017875920,0.001051525,0.001051525,0.032597266,0.001051525
PLAYER,119,87,0.005464481,0.289617486,0.005464481,0.092896175,0.027322404,0.005464481,0.562841530,0.005464481,0.005464481
PLAYER,120,487,0.045778230,0.013224822,0.709053917,0.009155646,0.025432350,0.001017294,0.194303154,0.001017294,0.001017294
PLAYER,121,303,0.183739837,0.404878049,0.001626016,0.281300813,0.118699187,0.001626016,0.001626016,0.004878049,0.001626016
PLAYER,122,8,0.040000000,0.040000000,0.680000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000
PLAYER,131,28,0.076923077,0.507692308,0.015384615,0.169230769,0.107692308,0.015384615,0.015384615,0.076923077,0.015384615
PLAYER,132,29,0.223880597,0.402985075,0.014925373,0.104477612,0.164179104,0.014925373,0.014925373,0.044776119,0.014925373
PLAYER,133,82,0.109826590,0.618497110,0.005780347,0.017341040,0.179190751,0.005780347,0.005780347,0.052023121,0.005780347
PLAYER,145,161,0.033232628,0.075528701,0.468277946,0.003021148,0.003021148,0.003021148,0.407854985,0.003021148,0.003021148
PLAYER,146,222,0.041942605,0.077262693,0.576158940,0.011037528,0.011037528,0.002207506,0.275938190,0.002207506,0.002207506
PLAYER,147,389,0.189326557,0.435832274,0.001270648,0.237611182,0.125794155,0.001270648,0.001270648,0.006353240,0.001270648
PLAYER,148,292,0.001686341,0.541315346,0.001686341,0.281618887,0.025295110,0.001686341,0.001686341,0.143338954,0.001686341
PLAYER,149,88,0.124324324,0.567567568,0.005405405,0.048648649,0.232432432,0.005405405,0.005405405,0.005405405,0.005405405
PLAYER,150,30,0.362318841,0.449275362,0.014492754,0.014492754,0.014492754,0.014492754,0.014492754,0.101449275,0.014492754
PLAYER,153,8,0.040000000,0.680000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000
PLAYER,155,248,0.053465347,0.053465347,0.881188119,0.001980198,0.001980198,0.001980198,0.001980198,0.001980198,0.001980198
PLAYER,156,15,0.025641026,0.589743590,0.025641026,0.025641026,0.128205128,0.025641026,0.128205128,0.025641026,0.025641026
PLAYER,160,244,0.146881288,0.162977867,0.488933602,0.006036217,0.018108652,0.002012072,0.002012072,0.171026157,0.002012072
PLAYER,162,316,0.079563183,0.706708268,0.001560062,0.060842434,0.007800312,0.001560062,0.001560062,0.138845554,0.001560062
PLAYER,163,340,0.152394775,0.494920174,0.001451379,0.134978229,0.047895501,0.001451379,0.001451379,0.164005806,0.001451379
PLAYER,164,5,0.157894737,0.263157895,0.157894737,0.052631579,0.052631579,0.052631579,0.157894737,0.052631579,0.052631579
PLAYER,165,218,0.051685393,0.056179775,0.635955056,0.002247191,0.015730337,0.002247191,0.231460674,0.002247191,0.002247191
PLAYER,166,4,0.058823529,0.411764706,0.058823529,0.176470588,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529
PLAYER,167,141,0.051546392,0.628865979,0.003436426,0.017182131,0.003436426,0.003436426,0.003436426,0.285223368,0.003436426
PLAYER,168,73,0.032258065,0.651612903,0.006451613,0.058064516,0.006451613,0.006451613,0.006451613,0.225806452,0.006451613
PLAYER,169,129,0.078651685,0.617977528,0.003745318,0.063670412,0.048689139,0.003745318,0.003745318,0.176029963,0.003745318
PLAYER,170,82,0.005780347,0.005780347,0.005780347,0.005780347,0.005780347,0.953757225,0.005780347,0.005780347,0.005780347
PLAYER,171,9,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.703703704,0.037037037,0.037037037,0.037037037
PLAYER,201,205,0.054892601,0.928400955,0.002386635,0.002386635,0.002386635,0.002386635,0.002386635,0.002386635,0.002386635
PLAYER,234,63,0.096296296,0.703703704,0.007407407,0.051851852,0.037037037,0.007407407,0.007407407,0.081481481,0.007407407
PLAYER,235,440,0.183352081,0.487064117,0.001124859,0.079865017,0.048368954,0.001124859,0.001124859,0.196850394,0.001124859
PLAYER,236,2,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.384615385,0.076923077,0.076923077
PLAYER,237,178,0.002739726,0.084931507,0.835616438,0.030136986,0.008219178,0.002739726,0.002739726,0.030136986,0.002739726
PLAYER,238,192,0.241730280,0.287531807,0.002544529,0.211195929,0.221374046,0.002544529,0.002544529,0.027989822,0.002544529
PLAYER,239,510,0.053449951,0.057337221,0.360544218,0.012633625,0.082604470,0.000971817,0.430515063,0.000971817,0.000971817
PLAYER,249,53,0.095652174,0.686956522,0.008695652,0.026086957,0.026086957,0.008695652,0.008695652,0.130434783,0.008695652
PLAYER,253,71,0.086092715,0.019867550,0.788079470,0.019867550,0.006622517,0.006622517,0.006622517,0.059602649,0.006622517
PLAYER,255,395,0.153942428,0.566958698,0.001251564,0.196495620,0.041301627,0.001251564,0.001251564,0.036295369,0.001251564
PLAYER,256,6,0.238095238,0.142857143,0.047619048,0.333333333,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048
PLAYER,257,141,0.003436426,0.010309278,0.965635739,0.003436426,0.003436426,0.003436426,0.003436426,0.003436426,0.003436426
PLAYER,258,87,0.005464481,0.562841530,0.005464481,0.147540984,0.049180328,0.005464481,0.005464481,0.213114754,0.005464481
PLAYER,260,103,0.162790698,0.423255814,0.004651163,0.181395349,0.144186047,0.004651163,0.004651163,0.069767442,0.004651163
PLAYER,261,909,0.018062397,0.006020799,0.968253968,0.004926108,0.000547345,0.000547345,0.000547345,0.000547345,0.000547345
PLAYER,270,116,0.128630705,0.634854772,0.004149378,0.103734440,0.112033195,0.004149378,0.004149378,0.004149378,0.004149378
PLAYER,288,3,0.200000000,0.333333333,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667
PLAYER,289,15,0.128205128,0.641025641,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.076923077,0.025641026
PLAYER,290,17,0.023255814,0.813953488,0.023255814,0.023255814,0.023255814,0.023255814,0.023255814,0.023255814,0.023255814
PLAYER,291,11,0.161290323,0.612903226,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065
PLAYER,292,18,0.155555556,0.511111111,0.022222222,0.066666667,0.022222222,0.022222222,0.022222222,0.155555556,0.022222222
PLAYER,293,11,0.161290323,0.483870968,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.161290323,0.032258065
PLAYER,300,535,0.128822984,0.781278962,0.000926784,0.056533828,0.023169601,0.000926784,0.000926784,0.006487488,0.000926784
PLAYER,301,143,0.003389831,0.559322034,0.003389831,0.288135593,0.010169492,0.003389831,0.003389831,0.125423729,0.003389831
PLAYER,309,50,0.027522936,0.100917431,0.816513761,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312
PLAYER,311,158,0.021538462,0.323076923,0.624615385,0.003076923,0.015384615,0.003076923,0.003076923,0.003076923,0.003076923
PLAYER,314,410,0.049457177,0.018094089,0.910735826,0.006031363,0.008443908,0.001206273,0.001206273,0.003618818,0.001206273
PLAYER,315,139,0.101045296,0.867595819,0.003484321,0.003484321,0.010452962,0.003484321,0.003484321,0.003484321,0.003484321
PLAYER,316,165,0.109144543,0.474926254,0.002949853,0.297935103,0.103244838,0.002949853,0.002949853,0.002949853,0.002949853
PLAYER,317,134,0.234657040,0.422382671,0.003610108,0.277978339,0.046931408,0.003610108,0.003610108,0.003610108,0.003610108
PLAYER,318,145,0.110367893,0.785953177,0.003344482,0.043478261,0.023411371,0.003344482,0.003344482,0.023411371,0.003344482
PLAYER,320,175,0.203342618,0.760445682,0.002785515,0.002785515,0.008356546,0.002785515,0.002785515,0.013927577,0.002785515
PLAYER,330,40,0.078651685,0.730337079,0.011235955,0.011235955,0.011235955,0.011235955,0.011235955,0.123595506,0.011235955
PLAYER,332,252,0.189083821,0.259259259,0.001949318,0.005847953,0.013645224,0.001949318,0.524366472,0.001949318,0.001949318
PLAYER,333,180,0.121951220,0.398373984,0.002710027,0.024390244,0.013550136,0.002710027,0.430894309,0.002710027,0.002710027
PLAYER,335,204,0.160671463,0.803357314,0.002398082,0.002398082,0.007194245,0.002398082,0.002398082,0.016786571,0.002398082
PLAYER,336,14,0.081081081,0.405405405,0.027027027,0.351351351,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027
PLAYER,337,59,0.102362205,0.574803150,0.007874016,0.181102362,0.023622047,0.007874016,0.007874016,0.086614173,0.007874016
PLAYER,341,66,0.035460993,0.007092199,0.276595745,0.035460993,0.007092199,0.007092199,0.617021277,0.007092199,0.007092199
PLAYER,378,68,0.048275862,0.089655172,0.737931034,0.020689655,0.075862069,0.006896552,0.006896552,0.006896552,0.006896552
PLAYER,384,24,0.017543860,0.017543860,0.017543860,0.017543860,0.017543860,0.859649123,0.017543860,0.017543860,0.017543860
PLAYER,386,6,0.047619048,0.333333333,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.333333333,0.047619048
PLAYER,399,44,0.072164948,0.690721649,0.010309278,0.010309278,0.030927835,0.010309278,0.010309278,0.154639175,0.010309278
PLAYER,433,62,0.172932331,0.684210526,0.007518797,0.007518797,0.022556391,0.007518797,0.007518797,0.082706767,0.007518797
PLAYER,436,57,0.089430894,0.853658537,0.008130081,0.008130081,0.008130081,0.008130081,0.008130081,0.008130081,0.008130081
PLAYER,493,102,0.117370892,0.389671362,0.004694836,0.032863850,0.230046948,0.004694836,0.004694836,0.211267606,0.004694836
PLAYER,494,193,0.037974684,0.068354430,0.483544304,0.007594937,0.032911392,0.002531646,0.362025316,0.002531646,0.002531646
PLAYER,495,81,0.052631579,0.777777778,0.005847953,0.040935673,0.087719298,0.005847953,0.005847953,0.017543860,0.005847953
PLAYER,496,64,0.051094891,0.620437956,0.007299270,0.036496350,0.080291971,0.007299270,0.182481752,0.007299270,0.007299270
PLAYER,504,14,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.783783784,0.027027027,0.027027027,0.027027027
PLAYER,505,21,0.019607843,0.019607843,0.019607843,0.019607843,0.019607843,0.843137255,0.019607843,0.019607843,0.019607843
PLAYER,512,438,0.129943503,0.446327684,0.001129944,0.322033898,0.082485876,0.001129944,0.001129944,0.014689266,0.001129944
PLAYER,513,178,0.046575342,0.857534247,0.002739726,0.068493151,0.013698630,0.002739726,0.002739726,0.002739726,0.002739726
PLAYER,514,212,0.071593533,0.838337182,0.002309469,0.062355658,0.016166282,0.002309469,0.002309469,0.002309469,0.002309469
PLAYER,515,216,0.097505669,0.755102041,0.002267574,0.115646259,0.015873016,0.002267574,0.002267574,0.006802721,0.002267574
PLAYER,517,215,0.002277904,0.002277904,0.002277904,0.025056948,0.002277904,0.958997722,0.002277904,0.002277904,0.002277904
PLAYER,534,362,0.036834925,0.175989086,0.748976808,0.009549795,0.020463847,0.001364256,0.001364256,0.004092769,0.001364256
PLAYER,535,247,0.204771372,0.574552684,0.001988072,0.109343936,0.085487078,0.001988072,0.001988072,0.017892644,0.001988072
PLAYER,536,387,0.131545338,0.573435504,0.001277139,0.065134100,0.090676884,0.001277139,0.001277139,0.134099617,0.001277139
PLAYER,537,307,0.056179775,0.072231140,0.823434992,0.020866774,0.014446228,0.001605136,0.001605136,0.008025682,0.001605136
PLAYER,538,278,0.185840708,0.607079646,0.001769912,0.097345133,0.065486726,0.001769912,0.001769912,0.037168142,0.001769912
PLAYER,544,124,0.175097276,0.626459144,0.003891051,0.042801556,0.035019455,0.003891051,0.003891051,0.105058366,0.003891051
PLAYER,545,27,0.206349206,0.269841270,0.015873016,0.142857143,0.015873016,0.015873016,0.301587302,0.015873016,0.015873016
PLAYER,546,41,0.142857143,0.142857143,0.076923077,0.010989011,0.010989011,0.010989011,0.582417582,0.010989011,0.010989011
PLAYER,547,132,0.003663004,0.003663004,0.003663004,0.040293040,0.003663004,0.934065934,0.003663004,0.003663004,0.003663004
PLAYER,548,58,0.008000000,0.008000000,0.008000000,0.024000000,0.008000000,0.920000000,0.008000000,0.008000000,0.008000000
PLAYER,549,26,0.016393443,0.016393443,0.016393443,0.081967213,0.016393443,0.803278689,0.016393443,0.016393443,0.016393443
PLAYER,550,38,0.011764706,0.011764706,0.011764706,0.011764706,0.011764706,0.905882353,0.011764706,0.011764706,0.011764706
PLAYER,578,33,0.093333333,0.120000000,0.573333333,0.040000000,0.013333333,0.013333333,0.120000000,0.013333333,0.013333333
PLAYER,579,39,0.149425287,0.356321839,0.011494253,0.103448276,0.011494253,0.011494253,0.011494253,0.333333333,0.011494253
PLAYER,580,11,0.032258065,0.483870968,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.290322581,0.032258065
PLAYER,581,7,0.043478261,0.304347826,0.391304348,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261
PLAYER,582,13,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.771428571,0.028571429,0.028571429,0.028571429
PLAYER,587,124,0.066147860,0.019455253,0.587548638,0.003891051,0.003891051,0.003891051,0.307392996,0.003891051,0.003891051
PLAYER,588,430,0.123130035,0.571921749,0.001150748,0.201380898,0.090909091,0.001150748,0.001150748,0.008055236,0.001150748
PLAYER,589,119,0.149797571,0.368421053,0.004048583,0.141700405,0.287449393,0.004048583,0.004048583,0.036437247,0.004048583
PLAYER,590,138,0.143859649,0.550877193,0.003508772,0.228070175,0.052631579,0.003508772,0.003508772,0.010526316,0.003508772
PLAYER,607,230,0.002132196,0.002132196,0.910447761,0.053304904,0.023454158,0.002132196,0.002132196,0.002132196,0.002132196
PLAYER,611,2,0.076923077,0.230769231,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.230769231,0.076923077
PLAYER,612,252,0.118908382,0.372319688,0.001949318,0.056530214,0.438596491,0.001949318,0.001949318,0.005847953,0.001949318
PLAYER,622,173,0.002816901,0.002816901,0.002816901,0.002816901,0.002816901,0.977464789,0.002816901,0.002816901,0.002816901
PLAYER,623,29,0.014925373,0.014925373,0.014925373,0.074626866,0.014925373,0.820895522,0.014925373,0.014925373,0.014925373
PLAYER,644,106,0.140271493,0.384615385,0.004524887,0.013574661,0.438914027,0.004524887,0.004524887,0.004524887,0.004524887
PLAYER,645,58,0.104000000,0.312000000,0.008000000,0.008000000,0.536000000,0.008000000,0.008000000,0.008000000,0.008000000
PLAYER,646,116,0.045643154,0.020746888,0.908713693,0.004149378,0.004149378,0.004149378,0.004149378,0.004149378,0.004149378
PLAYER,647,113,0.046808511,0.029787234,0.872340426,0.029787234,0.004255319,0.004255319,0.004255319,0.004255319,0.004255319
PLAYER,648,176,0.002770083,0.002770083,0.002770083,0.008310249,0.002770083,0.972299169,0.002770083,0.002770083,0.002770083
PLAYER,649,211,0.141531323,0.517401392,0.002320186,0.313225058,0.011600928,0.002320186,0.002320186,0.006960557,0.002320186
PLAYER,650,119,0.044534413,0.878542510,0.004048583,0.052631579,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583
PLAYER,651,243,0.187878788,0.454545455,0.002020202,0.058585859,0.284848485,0.002020202,0.002020202,0.006060606,0.002020202
PLAYER,652,46,0.128712871,0.564356436,0.009900990,0.009900990,0.247524752,0.009900990,0.009900990,0.009900990,0.009900990
PLAYER,676,286,0.001721170,0.001721170,0.001721170,0.005163511,0.005163511,0.979345955,0.001721170,0.001721170,0.001721170
PLAYER,743,32,0.013698630,0.013698630,0.013698630,0.041095890,0.013698630,0.863013699,0.013698630,0.013698630,0.013698630
PLAYER,744,47,0.009708738,0.009708738,0.009708738,0.009708738,0.009708738,0.922330097,0.009708738,0.009708738,0.009708738
PLAYER,745,368,0.173154362,0.202684564,0.001342282,0.140939597,0.076510067,0.001342282,0.353020134,0.049664430,0.001342282
PLAYER,747,83,0.154285714,0.325714286,0.005714286,0.440000000,0.051428571,0.005714286,0.005714286,0.005714286,0.005714286
PLAYER,847,156,0.059190031,0.682242991,0.003115265,0.233644860,0.009345794,0.003115265,0.003115265,0.003115265,0.003115265
PLAYER,848,285,0.091537133,0.630397237,0.001727116,0.233160622,0.005181347,0.001727116,0.001727116,0.032815199,0.001727116
PLAYER,849,188,0.090909091,0.480519481,0.002597403,0.049350649,0.366233766,0.002597403,0.002597403,0.002597403,0.002597403
PLAYER,850,106,0.076923077,0.447963801,0.004524887,0.076923077,0.375565611,0.004524887,0.004524887,0.004524887,0.004524887
PLAYER,851,182,0.077747989,0.463806971,0.002680965,0.061662198,0.383378016,0.002680965,0.002680965,0.002680965,0.002680965
PLAYER,852,10,0.034482759,0.103448276,0.241379310,0.034482759,0.103448276,0.034482759,0.379310345,0.034482759,0.034482759
PLAYER,853,34,0.090909091,0.012987013,0.168831169,0.012987013,0.038961039,0.012987013,0.636363636,0.012987013,0.012987013
PLAYER,855,182,0.104557641,0.764075067,0.002680965,0.024128686,0.008042895,0.002680965,0.088471850,0.002680965,0.002680965
PLAYER,859,138,0.200000000,0.663157895,0.003508772,0.087719298,0.031578947,0.003508772,0.003508772,0.003508772,0.003508772
PLAYER,860,66,0.106382979,0.120567376,0.588652482,0.021276596,0.021276596,0.007092199,0.120567376,0.007092199,0.007092199
PLAYER,861,85,0.206703911,0.698324022,0.005586592,0.027932961,0.027932961,0.005586592,0.005586592,0.016759777,0.005586592
PLAYER,918,18,0.111111111,0.288888889,0.333333333,0.111111111,0.066666667,0.022222222,0.022222222,0.022222222,0.022222222
PLAYER,920,24,0.087719298,0.508771930,0.017543860,0.263157895,0.017543860,0.017543860,0.017543860,0.052631579,0.017543860
PLAYER,922,23,0.018181818,0.090909091,0.672727273,0.090909091,0.018181818,0.018181818,0.018181818,0.054545455,0.018181818
PLAYER,928,3,0.200000000,0.333333333,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667
PLAYER,930,72,0.058823529,0.045751634,0.437908497,0.032679739,0.006535948,0.006535948,0.398692810,0.006535948,0.006535948
PLAYER,932,24,0.052631579,0.508771930,0.017543860,0.122807018,0.087719298,0.017543860,0.017543860,0.157894737,0.017543860
PLAYER,958,59,0.023622047,0.826771654,0.007874016,0.070866142,0.039370079,0.007874016,0.007874016,0.007874016,0.007874016
PLAYER,959,60,0.116279070,0.581395349,0.007751938,0.178294574,0.085271318,0.007751938,0.007751938,0.007751938,0.007751938
PLAYER,960,28,0.230769231,0.446153846,0.015384615,0.230769231,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615
PLAYER,961,49,0.065420561,0.046728972,0.775700935,0.009345794,0.046728972,0.009345794,0.028037383,0.009345794,0.009345794
PLAYER,962,41,0.120879121,0.560439560,0.010989011,0.230769231,0.032967033,0.010989011,0.010989011,0.010989011,0.010989011
PLAYER,972,2,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.384615385,0.076923077,0.076923077,0.076923077
PLAYER,983,19,0.021276596,0.021276596,0.021276596,0.021276596,0.021276596,0.829787234,0.021276596,0.021276596,0.021276596
PLAYER,984,11,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.741935484,0.032258065,0.032258065,0.032258065
PLAYER,1029,54,0.008547009,0.008547009,0.008547009,0.008547009,0.008547009,0.931623932,0.008547009,0.008547009,0.008547009
PLAYER,1114,303,0.056910569,0.164227642,0.671544715,0.043902439,0.053658537,0.001626016,0.001626016,0.004878049,0.001626016
PLAYER,1119,58,0.008000000,0.008000000,0.008000000,0.008000000,0.008000000,0.936000000,0.008000000,0.008000000,0.008000000
PLAYER,1193,34,0.324675325,0.428571429,0.012987013,0.038961039,0.012987013,0.012987013,0.142857143,0.012987013,0.012987013
PLAYER,1194,63,0.066666667,0.525925926,0.007407407,0.333333333,0.022222222,0.007407407,0.007407407,0.022222222,0.007407407
PLAYER,1201,68,0.006896552,0.006896552,0.006896552,0.034482759,0.006896552,0.917241379,0.006896552,0.006896552,0.006896552
PLAYER,1203,60,0.007751938,0.007751938,0.007751938,0.023255814,0.007751938,0.922480620,0.007751938,0.007751938,0.007751938
PLAYER,1205,12,0.030303030,0.030303030,0.030303030,0.030303030,0.030303030,0.757575758,0.030303030,0.030303030,0.030303030
PLAYER,1207,42,0.010752688,0.010752688,0.010752688,0.096774194,0.010752688,0.827956989,0.010752688,0.010752688,0.010752688
PLAYER,1208,21,0.019607843,0.019607843,0.019607843,0.098039216,0.019607843,0.764705882,0.019607843,0.019607843,0.019607843
PLAYER,1209,31,0.014084507,0.014084507,0.014084507,0.014084507,0.014084507,0.887323944,0.014084507,0.014084507,0.014084507
PLAYER,1212,62,0.007518797,0.007518797,0.007518797,0.007518797,0.007518797,0.939849624,0.007518797,0.007518797,0.007518797
PLAYER,1215,77,0.006134969,0.006134969,0.006134969,0.006134969,0.006134969,0.950920245,0.006134969,0.006134969,0.006134969
PLAYER,1248,30,0.014492754,0.014492754,0.014492754,0.014492754,0.014492754,0.884057971,0.014492754,0.014492754,0.014492754
PLAYER,1250,20,0.020408163,0.020408163,0.020408163,0.061224490,0.020408163,0.795918367,0.020408163,0.020408163,0.020408163
PLAYER,1251,50,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.926605505,0.009174312,0.009174312,0.009174312
PLAYER,1252,16,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244,0.804878049,0.024390244,0.024390244,0.024390244
PLAYER,1253,19,0.021276596,0.021276596,0.021276596,0.021276596,0.021276596,0.829787234,0.021276596,0.021276596,0.021276596
PLAYER,1263,35,0.012658228,0.012658228,0.012658228,0.012658228,0.012658228,0.898734177,0.012658228,0.012658228,0.012658228
PLAYER,1268,61,0.007633588,0.007633588,0.007633588,0.022900763,0.007633588,0.923664122,0.007633588,0.007633588,0.007633588
PLAYER,1269,12,0.030303030,0.030303030,0.030303030,0.030303030,0.030303030,0.757575758,0.030303030,0.030303030,0.030303030
PLAYER,1271,11,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.741935484,0.032258065,0.032258065,0.032258065
