action_type,role,ability_code,samples,log_coefficient,multiplier
RANGED_ATTACK,target,scattershot,85,0.133777464,1.143138402
RANGED_ATTACK,target,shadowattack,22,0.071463336,1.074078770
RANGED_ATTACK,target,shieldbash,371,0.082733067,1.086251813
RANGED_ATTACK,target,shielded,230,-0.130275140,0.877853865
RANGED_ATTACK,target,shieldother,55,-0.206458859,0.813459727
RANGED_ATTACK,target,shieldwall,29,-0.028576547,0.971827901
RANGED_ATTACK,target,shootbash,45,-0.023195149,0.977071791
RANGED_ATTACK,target,shooter,3285,0.016064071,1.016193792
RANGED_ATTACK,target,shootonly,86,-0.171224223,0.842632615
RANGED_ATTACK,target,six_heads,26,0.023168875,1.023439358
RANGED_ATTACK,target,slam,72,-0.100301446,0.904564700
RANGED_ATTACK,target,snakereflexes,43,0.048668966,1.049872750
RANGED_ATTACK,target,sorrowstrike,32,0.008977854,1.009018276
RANGED_ATTACK,target,speedoflight,25,-0.024034262,0.976252261
RANGED_ATTACK,target,spider,79,0.013517561,1.013609336
RANGED_ATTACK,target,spirit,222,-0.001020168,0.998980352
RANGED_ATTACK,target,spray,171,0.035076417,1.035698851
RANGED_ATTACK,target,statix,48,-0.033914875,0.966653788
RANGED_ATTACK,target,stoning,47,0.010931426,1.010991393
RANGED_ATTACK,target,stormbolt,47,0.029065084,1.029491596
RANGED_ATTACK,target,stormstrike,49,0.021359805,1.021589558
RANGED_ATTACK,target,strikeandreturn,236,0.009533044,1.009578628
RANGED_ATTACK,target,swallowgoblin,70,0.035312490,1.035943380
RANGED_ATTACK,target,swiftattack,51,-0.017157543,0.982988810
RANGED_ATTACK,target,symbiosis,75,-0.002327438,0.997675268
RANGED_ATTACK,target,tasteofblood,53,-0.096223024,0.908261430
RANGED_ATTACK,target,tasteofpain,28,0.055267998,1.056823804
RANGED_ATTACK,target,teleport,348,0.024292592,1.024590061
RANGED_ATTACK,target,threehead,66,0.024270944,1.024567880
RANGED_ATTACK,target,torpor,87,-0.002653899,0.997349619
RANGED_ATTACK,target,twistedmind,66,0.048121548,1.049298188
RANGED_ATTACK,target,undead,2040,-0.003853734,0.996153682
RANGED_ATTACK,target,unprotectedtarget,24,0.050472499,1.051767938
RANGED_ATTACK,target,uretalation,238,0.012950692,1.013034916
RANGED_ATTACK,target,venom,65,0.016959862,1.017104497
RANGED_ATTACK,target,viciousstrike,43,0.022462822,1.022717011
RANGED_ATTACK,target,vigilantscout,39,-0.043933672,0.957017432
RANGED_ATTACK,target,vulnerabilitytoair,280,-0.042069979,0.958802682
RANGED_ATTACK,target,vulnerabilitytofire,22,0.052525567,1.053929508
RANGED_ATTACK,target,vulnerabilitytolight,796,-0.135312935,0.873442538
RANGED_ATTACK,target,vulnerabletoshadowmagic,22,-0.035396419,0.965222708
RANGED_ATTACK,target,wailofthenetherworld,96,-0.021330654,0.978895236
RANGED_ATTACK,target,wardingarrows,154,0.039807827,1.040610778
RANGED_ATTACK,target,warfury,22,-0.013687728,0.986405523
RANGED_ATTACK,target,waterflowsfreely,45,0.007296691,1.007323377
RANGED_ATTACK,target,waterproof25,36,0.006829889,1.006853266
RANGED_ATTACK,target,waterproof50,304,0.025452171,1.025778843
RANGED_ATTACK,target,wavesofrenewal,39,-0.054975450,0.946508384
RANGED_ATTACK,target,weakeningstrike,104,-0.060888895,0.940927775
RANGED_ATTACK,target,webbingspears,125,-0.034948954,0.965654708
RANGED_ATTACK,target,widesweep,41,-0.014711287,0.985396395
