action_type,creature_id,samples,multiplier,q10,q50,q90
MELEE_ATTACK,320,139,2.214506274,1.478957360,2.420411985,5.162739326
MELEE_ATTACK,323,3,1.161326781,0.547942994,0.966447368,1.019734177
MELEE_ATTACK,324,7,1.105184593,0.410015415,0.886666667,1.024548250
MELEE_ATTACK,325,7,1.144371768,0.687886610,1.014209968,1.247358131
MELEE_ATTACK,330,34,2.206686629,1.512107776,3.167331206,5.316883974
MELEE_ATTACK,332,73,1.615469287,1.198019531,1.755062681,2.519540263
MELEE_ATTACK,333,72,1.872761770,1.434349522,2.122292398,3.772452934
MELEE_ATTACK,335,177,3.005788401,1.544054691,3.336363636,5.893884984
MELEE_ATTACK,336,8,1.263918368,0.926215748,1.457855227,2.170847520
MELEE_ATTACK,337,44,1.582472106,1.136482720,1.798785303,3.497482778
MELEE_ATTACK,340,2,1.062605988,0.245309796,0.331807414,0.448804581
